,,,,,,,,,,,,,,,,,,,,,,,Areas and Densities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blocks and Roads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION,-,-,-,,-,,,,,,,-,-,Trash (ASD),,,-,-,-,-,-,-,-,-,-,4.0%,2.8%,-,-,-,-,-,-,-,-,-,-,-,-,5.1%,4.5%,-,-,-,165.00,123,97,-2.0%,-1.7%,103,85,67,-1.2%,-1.6%,0.21,0.23,8.21,7.54,0.25,0.16,0.37,0.48,0.16,0.25,0.08,0.07,0.14,0.05,2.26,1.59,1.41,0.91,0.85,0.67,0.96,0.85,0.86,0.72,0.68,0.62,182,342,308,542,572,691,4.22,4.37,-,513,481,307,24%,14%,13%,35%,45%,38%,18%,13%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
REGION,-,-,-,,-,,,,,,,-,-,Trash (ASD),,,-,-,-,-,-,-,-,-,-,4.0%,2.8%,-,-,-,-,-,-,-,-,-,-,-,-,5.1%,4.5%,-,-,-,165.00,123,97,-2.0%,-1.7%,103,85,67,-1.2%,-1.6%,0.21,0.23,8.21,7.54,0.25,0.16,0.37,0.48,0.16,0.25,0.08,0.07,0.14,0.05,2.26,1.59,1.41,0.91,0.85,0.67,0.96,0.85,0.86,0.72,0.68,0.62,182,342,308,542,572,691,4.22,4.37,-,513,481,307,24%,14%,13%,35%,45%,38%,18%,13%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
REGION,-,-,-,,-,,,,,,,-,-,America Latina y el Caribe (ALC),,,-,-,-,-,-,-,-,-,-,4.0%,2.8%,-,-,-,-,-,-,-,-,-,-,-,-,5.1%,4.5%,-,-,-,165.00,123,97,-2.0%,-1.7%,103,85,67,-1.2%,-1.6%,0.21,0.23,8.21,7.54,0.25,0.16,0.37,0.48,0.16,0.25,0.08,0.07,0.14,0.05,2.26,1.59,1.41,0.91,0.85,0.67,0.96,0.85,0.86,0.72,0.68,0.62,182,342,308,542,572,691,4.22,4.37,-,513,481,307,24%,14%,13%,35%,45%,38%,18%,13%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,3.985947863,-73.76155996,Acacias_T1_T2_T3.pdf,Acacias_metrics.jpg,Acacias.zip,Acacias.jpg,Acacias_Metrics.jpg,Acacias.zip,,,,Acacias.jpg,Acacias.png,Acacías,META,America Latina y el Caribe (ALC),"55,575",829,67.02,1988-03-01,2000-09-01,2013-06-01,"19,489","33,631","55,575",4.36%,3.9%,26%,23%,46%,26%,29%,17%,3%,2%,1%,45%,46%,36%,2.9%,6.5%,252,362,829,141,173,105,1.6%,-3.9%,77,93,67,1.5%,-2.6%,22%,23%,  10.7 ,  6.9 ,3%,13%,12%,54%,55%,26%,26%,6%,5%,1%,4.5,2.4,0.0,0.0,4.5,2.4,100%,96%,0%,0%,100%,96%,60,182,-,-,60,182,2.5,2.3,-,116,110,100,12%,89%,0%,78%,88%,4%,0%,6%,56,336,3.3%,14.0%,5,61,9%,18%,16,224,29%,67%,12,18,21%,6%,23,33,41%,10%
2,8.568354757,-74.55497921,Achi_T1_T2_T3.pdf,Achi_metrics.jpg,Achi.zip,Achi.jpg,Achi_Metrics.jpg,Achi.zip,,,,Achi.jpg,Achi.png,Achí,BOLIVAR,America Latina y el Caribe (ALC),"5,992",75,79.54,1987-01-01,2001-07-01,2014-07-01,"4,443","4,871","5,992",0.6%,1.6%,59%,45%,51%,0%,0%,0%,0%,0%,2%,41%,55%,47%,4.8%,2.5%,27,54,75,281,198,151,-2.4%,-2.1%,166,90,80,-4.2%,-1.0%,21%,9%,  5.9 ,  5.9 ,9%,9%,77%,85%,14%,6%,0%,0%,0%,0%,3.9,2.9,0.0,0.0,3.9,2.9,100%,100%,0%,0%,100%,100%,60,109,-,-,60,109,0.4,0.7,139,410,-,-,12%,75%,88%,75%,0%,0%,0%,0%,9,15,3.8%,4.2%,0,9,3%,59%,7,5,77%,30%,2,2,20%,11%,0,0,0%,0%
3,8.30844,-73.6166,Aguachica_T1_T2_T3.pdf,Aguachica_metrics.jpg,Aguachica.zip,Aguachica.jpg,Aguachica_Metrics.jpg,Aguachica.zip,,,,Aguachica.jpg,Aguachica.png,Aguachica,CESAR,America Latina y el Caribe (ALC),"77,254","1,039",74.39,1989-07-01,2001-01-01,2010-01-01,"43,124","63,082","77,254",3.3%,2.3%,49%,55%,63%,16%,13%,10%,1%,1%,1%,34%,31%,26%,2.2%,1.5%,701,906,1039,93,100,100,0.7%,0.0%,62,70,74,1.1%,0.7%,25%,30%,  9.3 ,  8.4 ,9%,9%,33%,38%,39%,38%,14%,11%,6%,4%,2.8,2.3,1.3,1.0,1.4,1.3,100%,99%,94%,93%,97%,95%,104,133,227,253,205,221,1.4,0.7,170,120,-,-,9%,78%,60%,73%,29%,0%,2%,5%,163,144,3.1%,-1.4%,55,75,34%,53%,94,51,58%,36%,2,6,2%,4%,12,11,7%,8%
4,4.383,-75.333,Albania_T1_T2_T3.pdf,Albania_metrics.jpg,Albania.zip,Albania.jpg,Albania_Metrics.jpg,Albania.zip,,,,Albania.jpg,Albania.png,Albania,SANTANDER,America Latina y el Caribe (ALC),814,41,19.80,1991-01-01,2000-06-01,2016-11-01,447,493,814,1.0%,3.1%,45%,59%,43%,0%,0%,0%,4%,3%,2%,192%,190%,132%,5.0%,2.3%,18,28,41,51,28,44,-6.3%,2.7%,25,17,20,-3.9%,0.8%,19%,28%,  6.4 ,  6.2 ,2%,2%,91%,97%,7%,1%,0%,0%,0%,0%,7.5,5.7,0.0,0.0,7.5,5.7,100%,100%,0%,0%,100%,100%,23,35,-,-,23,35,1.9,5.7,-,-,-,-,53%,0%,6%,0%,41%,0%,0%,0%,8,1,19.9%,-12.8%,2,0,27%,0%,5,1,64%,100%,1,0,9%,0%,0,0,0%,0%
5,7.886994468,-76.63042936,Apartado_T1_T2_T3.pdf,Apartado_metrics.jpg,Apartado.zip,Apartado.jpg,Apartado_Metrics.jpg,Apartado.zip,,,,Apartado.jpg,Apartado.png,Apartadó,ANTIOQUIA,America Latina y el Caribe (ALC),"143,496",602,238.54,1991-03-01,2001-02-01,2011-03-01,"53,535","98,334","143,496",6.1%,3.8%,23%,50%,52%,32%,17%,17%,1%,1%,1%,44%,32%,30%,3.4%,0.5%,408,573,602,232,253,341,0.8%,3.0%,131,172,239,2.7%,3.3%,20%,23%,  6.9 ,  6.2 ,12%,15%,57%,65%,25%,13%,5%,6%,1%,0%,2.2,2.0,0.9,0.7,1.2,1.3,99%,99%,99%,98%,91%,94%,175,165,210,244,285,249,1.1,0.6,152,77,320,-,4%,95%,69%,95%,28%,0%,0%,0%,158,31,6.9%,-16.0%,47,17,30%,54%,89,11,56%,34%,7,1,4%,3%,15,3,10%,10%
6,8.851275465,-76.42751502,Arboletes_T1_T2_T3.pdf,Arboletes_metrics.jpg,Arboletes.zip,Arboletes.jpg,Arboletes_Metrics.jpg,Arboletes.zip,,,,Arboletes.jpg,Arboletes.png,Arboletes,ANTIOQUIA,America Latina y el Caribe (ALC),"18,329",175,104.81,1991-03-01,2001-01-01,2015-01-01,"7,148","10,932","18,329",4.3%,3.7%,32%,37%,42%,28%,27%,23%,4%,2%,1%,36%,34%,33%,2.5%,1.0%,119,152,175,94,109,157,1.5%,2.6%,60,72,105,1.8%,2.7%,18%,22%,  6.5 ,  5.0 ,8%,30%,72%,64%,17%,6%,2%,0%,0%,0%,2.9,2.7,2.0,1.9,0.9,0.8,100%,100%,100%,100%,100%,100%,98,109,119,154,101,132,0.7,0.5,162,212,-,-,3%,96%,88%,96%,9%,0%,0%,0%,24,15,3.2%,-3.0%,6,5,24%,31%,17,11,72%,69%,0,0,0%,0%,1,0,4%,0%
7,9.850250888,-74.23655246,Ariguani_T1_T2_T3.pdf,Ariguani_metrics.jpg,Ariguani.zip,Ariguani.jpg,Ariguani_Metrics.jpg,Ariguani.zip,,,,Ariguani.jpg,Ariguani.png,Ariguaní,MAGDALENA,America Latina y el Caribe (ALC),"22,577",278,81.08,1989-12-01,2001-02-01,2015-01-01,"10,871","15,805","22,577",3.4%,2.6%,12%,37%,40%,36%,23%,22%,6%,2%,2%,46%,37%,36%,4.5%,0.7%,153,252,278,132,99,126,-2.5%,1.7%,71,63,81,-1.1%,1.8%,16%,19%,  7.3 ,  4.3 ,3%,34%,67%,61%,25%,5%,5%,0%,0%,0%,3.4,2.1,0.0,0.0,3.4,2.1,100%,99%,0%,0%,100%,99%,77,178,-,-,77,178,1.2,1.1,-,144,-,-,34%,93%,66%,92%,0%,1%,0%,0%,76,20,8.3%,-9.7%,18,8,24%,40%,46,9,60%,44%,1,1,1%,6%,11,2,14%,10%
8,8.31409419,-75.13794488,Ayapel_T1_T2_T3.pdf,Ayapel_metrics.jpg,Ayapel.zip,Ayapel.jpg,Ayapel_Metrics.jpg,Ayapel.zip,,,,Ayapel.jpg,Ayapel.png,Ayapel,CORDOBA,America Latina y el Caribe (ALC),"32,448",407,79.80,1987-01-01,2001-07-01,2014-07-01,"11,813","17,702","32,448",2.8%,4.7%,48%,49%,55%,0%,0%,0%,4%,3%,2%,48%,47%,43%,3.0%,4.1%,156,239,407,145,141,141,-0.2%,0.0%,76,74,80,-0.2%,0.6%,17%,18%,  6.7 ,  5.9 ,5%,5%,75%,91%,17%,3%,3%,0%,0%,0%,1.2,0.9,0.0,0.0,1.2,0.9,100%,97%,0%,0%,100%,97%,101,200,-,-,101,200,1.2,1.2,178,106,288,-,6%,86%,80%,86%,14%,0%,0%,0%,43,104,3.6%,6.8%,10,30,24%,29%,12,53,27%,51%,10,8,23%,8%,11,13,26%,13%
9,6.224796811,-77.40522296,Bahia_Solano_T1_T2_T3.pdf,Bahia_Solano_metrics.jpg,Bahia_Solano.zip,Bahia_Solano.jpg,Bahia_Solano_Metrics.jpg,Bahia_Solano.zip,,,,Bahia_Solano.jpg,Bahia_Solano.png,Bahía Solano,CHOCO,America Latina y el Caribe (ALC),"5,571",99,56.17,1991-02-01,1998-01-01,2015-03-01,"3,003","3,741","5,571",3.2%,2.3%,54%,65%,65%,0%,0%,0%,9%,3%,2%,37%,32%,33%,9.2%,1.6%,40,75,99,119,73,84,-7.1%,0.8%,75,50,56,-6.0%,0.7%,9%,15%,  4.5 ,  4.6 ,9%,15%,91%,82%,0%,3%,0%,0%,0%,0%,2.8,1.9,0.0,0.0,2.8,1.9,100%,100%,0%,0%,100%,100%,72,136,-,-,72,136,0.6,0.6,-,-,-,-,36%,86%,64%,86%,0%,0%,0%,0%,26,14,14.8%,-3.4%,2,2,6%,15%,21,12,83%,82%,0,0,0%,3%,3,0,12%,0%
10,1.672626,-78.13862,Barbacoas_T1_T2_T3.pdf,Barbacoas_metrics.jpg,Barbacoas.zip,Barbacoas.jpg,Barbacoas_Metrics.jpg,Barbacoas.zip,,,,Barbacoas.jpg,Barbacoas.png,Barbacoas,NARINO,America Latina y el Caribe (ALC),"22,195",130,170.66,1991-06-01,1998-02-01,2015-06-01,"4,206","6,780","22,195",7.2%,6.8%,47%,51%,56%,0%,0%,0%,0%,1%,0%,53%,47%,44%,9.3%,3.2%,40,74,130,225,173,304,-3.9%,3.3%,105,91,171,-2.2%,3.6%,11%,10%,  4.9 ,  3.9 ,30%,41%,59%,37%,41%,35%,0%,0%,0%,0%,5.9,3.0,0.0,0.0,5.9,3.0,100%,100%,0%,0%,100%,100%,34,73,-,-,34,73,1.1,1.2,-,110,-,-,67%,27%,21%,27%,11%,0%,0%,0%,20,33,16.0%,2.9%,2,9,12%,26%,17,20,84%,60%,1,3,4%,8%,0,2,0%,6%
11,5.931986445,-73.61687518,Barbosa_T1_T2_T3.pdf,Barbosa_metrics.jpg,Barbosa.zip,Barbosa.jpg,Barbosa_Metrics.jpg,Barbosa.zip,,,,Barbosa.jpg,Barbosa.png,Barbosa,SANTANDER,America Latina y el Caribe (ALC),"22,988",416,55.26,1987-09-01,2002-01-01,2015-01-01,"12,452","17,626","22,988",2.4%,2.0%,20%,39%,41%,32%,17%,17%,3%,2%,2%,45%,41%,41%,3.0%,4.6%,148,228,416,154,132,93,-1.1%,-2.6%,84,77,55,-0.6%,-2.6%,26%,24%,  8.2 ,  5.5 ,6%,22%,53%,62%,26%,13%,12%,3%,4%,0%,7.1,4.9,0.8,0.4,6.3,4.5,100%,100%,100%,100%,100%,100%,39,78,78,87,47,82,0.8,2.1,96,-,-,-,1%,64%,31%,55%,68%,9%,0%,0%,53,112,4.6%,5.7%,21,28,40%,25%,16,49,30%,44%,9,18,18%,16%,7,17,13%,15%
12,4.570434871,-72.96477215,Barranca_de_Upia_T1_T2_T3.pdf,Barranca_de_Upia_metrics.jpg,Barranca_de_Upia.zip,Barranca_de_Upia.jpg,Barranca_de_Upia_Metrics.jpg,Barranca_de_Upia.zip,,,,Barranca_de_Upia.jpg,Barranca_de_Upia.png,Barranca de Upía,META,America Latina y el Caribe (ALC),"4,375",84,51.93,1990-01-01,2000-01-01,2014-02-01,"1,133","2,019","4,375",5.8%,5.5%,29%,37%,37%,0%,0%,0%,5%,1%,4%,66%,62%,59%,6.8%,2.5%,30,59,84,111,90,127,-2.1%,2.5%,38,34,52,-1.1%,3.0%,20%,17%,  9.7 ,  9.8 ,3%,3%,25%,31%,54%,53%,13%,6%,5%,8%,12.4,9.5,2.3,1.9,10.1,7.6,100%,100%,100%,100%,100%,100%,7,21,64,114,17,28,0.8,0.8,-,-,-,-,0%,93%,7%,36%,93%,57%,0%,0%,12,11,12.0%,-0.5%,3,4,24%,35%,8,2,68%,18%,0,4,0%,38%,1,1,8%,9%
13,7.060594149,-73.87248971,Barrancabermeja_T1_T2_T3.pdf,Barrancabermeja_metrics.jpg,Barrancabermeja.zip,Barrancabermeja.jpg,Barrancabermeja_Metrics.jpg,Barrancabermeja.zip,,,,Barrancabermeja.jpg,Barrancabermeja.png,Barrancabermeja,SANTANDER,America Latina y el Caribe (ALC),"172,167","2,858",60.24,1991-06-01,2001-01-01,2015-01-01,"147,802","164,761","172,167",1.1%,0.3%,49%,55%,59%,18%,14%,10%,1%,1%,1%,32%,30%,30%,1.3%,1.2%,2145,2420,2858,101,97,86,-0.4%,-0.9%,69,68,60,-0.1%,-0.9%,24%,22%,  9.1 ,  6.8 ,8%,14%,34%,53%,40%,27%,10%,5%,9%,2%,1.9,1.8,0.7,0.6,1.2,1.2,95%,94%,88%,81%,93%,93%,206,212,270,337,266,264,2.7,7.5,91,66,170,77,11%,46%,28%,43%,55%,2%,6%,1%,227,313,1.6%,2.3%,107,129,47%,41%,60,132,26%,42%,31,26,14%,8%,29,27,13%,9%
14,3.889646222,-77.07696586,Buenaventura_T1_T2_T3.pdf,Buenaventura_metrics.jpg,Buenaventura.zip,Buenaventura.jpg,Buenaventura_Metrics.jpg,Buenaventura.zip,,,,Buenaventura.jpg,Buenaventura.png,Buenaventura,VALLE DEL CAUCA,America Latina y el Caribe (ALC),"361,432","2,225",162.48,1989-11-01,1998-08-01,2015-06-01,"179,647","240,587","361,432",3.3%,2.4%,36%,54%,62%,24%,15%,12%,1%,1%,1%,39%,30%,25%,2.2%,1.2%,1512,1830,2225,196,188,216,-0.5%,0.8%,119,131,162,1.2%,1.3%,17%,16%,  7.8 ,  5.6 ,12%,19%,51%,65%,26%,14%,4%,2%,7%,0%,2.1,1.7,0.9,0.8,1.2,1.0,98%,97%,87%,80%,87%,83%,153,191,319,371,294,345,2.1,3.9,156,-,265,-,23%,33%,56%,33%,21%,0%,0%,0%,362,391,4.5%,0.5%,202,170,56%,44%,91,156,25%,40%,42,42,12%,11%,27,23,8%,6%
15,4.210767,-76.155861,Bugalagrande_T1_T2_T3.pdf,Bugalagrande_metrics.jpg,Bugalagrande.zip,Bugalagrande.jpg,Bugalagrande_Metrics.jpg,Bugalagrande.zip,,,,Bugalagrande.jpg,Bugalagrande.png,Bugalagrande,VALLE DEL CAUCA,America Latina y el Caribe (ALC),"10,866",165,65.72,1986-09-01,1998-05-01,2016-07-01,"7,130","9,271","10,866",2.7%,1.2%,2%,9%,22%,51%,38%,28%,5%,4%,4%,42%,48%,46%,3.3%,1.6%,97,134,165,128,134,121,0.5%,-0.8%,74,69,66,-0.6%,-0.4%,8%,10%,  3.7 ,  5.8 ,61%,28%,39%,59%,0%,2%,0%,6%,0%,6%,3.0,3.2,0.2,0.7,2.8,2.4,100%,100%,75%,73%,100%,100%,111,105,480,417,112,115,1.0,1.7,-,-,-,-,0%,100%,7%,54%,93%,46%,0%,0%,13,20,2.3%,3.3%,0,9,0%,46%,9,5,74%,23%,0,1,2%,6%,3,5,24%,25%
16,6.721728,-75.906037,Buritica_T1_T2_T3.pdf,Buritica_metrics.jpg,Buritica.zip,Buritica.jpg,Buritica_Metrics.jpg,Buritica.zip,,,,Buritica.jpg,Buritica.png,Buriticá,ANTIOQUIA,America Latina y el Caribe (ALC),"4,106",91,45.08,1989-07-01,2000-07-01,2015-12-01,"1,946","1,879","4,106",-0.3%,5.1%,29%,30%,28%,0%,0%,0%,0%,0%,1%,71%,70%,71%,2.1%,7.6%,23,28,91,296,224,156,-2.5%,-2.4%,87,66,45,-2.4%,-2.5%,13%,37%,  3.9 ,  4.5 ,47%,30%,51%,70%,2%,1%,0%,0%,0%,0%,6.6,2.8,0.0,0.0,6.6,2.8,100%,100%,0%,0%,100%,100%,12,27,-,-,12,27,0.3,1.0,-,-,-,-,99%,0%,1%,0%,0%,0%,0%,0%,3,17,3.9%,11.9%,0,1,16%,6%,1,9,48%,50%,0,8,0%,45%,1,0,36%,0%
17,4.287995302,-72.79019208,Cabuyaro_T1_T2_T3.pdf,Cabuyaro_metrics.jpg,Cabuyaro.zip,Cabuyaro.jpg,Cabuyaro_Metrics.jpg,Cabuyaro.zip,,,,Cabuyaro.jpg,Cabuyaro.png,Cabuyaro,Meta,America Latina y el Caribe (ALC),"2,516",62,40.81,1990-01-01,2000-01-01,2014-02-01,"1,012","1,410","2,516",3.3%,4.1%,36%,43%,47%,0%,0%,0%,0%,0%,1%,80%,80%,86%,3.3%,2.2%,33,46,62,86,71,85,-2.0%,1.3%,31,31,41,0.1%,2.0%,23%,44%,  10.0 ,  7.7 ,0%,6%,25%,50%,56%,41%,14%,2%,5%,0%,11.2,8.8,0.0,0.0,11.2,8.8,100%,100%,0%,0%,100%,100%,14,20,-,-,14,20,1.1,1.6,242,286,249,219,1%,74%,87%,61%,12%,7%,0%,6%,8,9,6.8%,1.3%,2,2,25%,19%,6,7,75%,73%,0,1,0%,8%,0,0,0%,0%
18,8.792499347,-75.11635464,Caimito_T1_T2_T3.pdf,Caimito_metrics.jpg,Caimito.zip,Caimito.jpg,Caimito_Metrics.jpg,Caimito.zip,,,,Caimito.jpg,Caimito.png,Caimito,SUCRE,America Latina y el Caribe (ALC),"3,567",126,28.35,1987-01-01,2001-07-01,2014-07-01,"2,483","2,884","3,567",1.0%,1.6%,27%,33%,37%,0%,0%,0%,1%,1%,1%,72%,66%,62%,0.9%,2.3%,82,94,126,107,92,75,-1.1%,-1.6%,30,31,28,0.1%,-0.6%,17%,14%,  6.3 ,  6.0 ,4%,5%,81%,84%,16%,10%,0%,0%,0%,0%,3.6,2.8,0.0,0.0,3.6,2.8,100%,100%,0%,0%,100%,100%,48,104,-,-,48,104,1.2,1.2,318,-,-,-,0%,91%,100%,91%,0%,0%,0%,0%,7,16,2.2%,5.8%,5,6,64%,37%,3,8,36%,49%,0,0,0%,2%,0,2,0%,13%
